start_time,origin,destination,kind,origin_real_id,dest_real_id,origin_x,origin_y,dest_x,dest_y,cluster
453,31,2,Human,24634416,32978638#0,213252.9,452163.915,213633.66,451984.92,19
453,11,2,Human,128361109#1,32978638#0,211442.47,452097.55,213633.66,451984.92,19
455,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,18
456,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,16
458,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,16
459,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,16
462,44,20,Human,24634510#1,272042145,212663.995,452139.52,213478.39,452442.76,18
462,21,4,Human,24599188#0.94,399835085#1,213342.76,451641.085,212001.44,453157.175,18
464,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,4
465,21,43,Human,24599188#0.94,22724699#7,213342.76,451641.085,212272.47,452437.7,18
468,43,2,Human,40888360#0,32978638#0,212744.5,452410.79,213633.66,451984.92,19
474,45,10,Human,-224892361#8,306240162#0,211865.015,452381.815,211642.94,452890.83,13
474,11,4,Human,128361109#1,399835085#1,211442.47,452097.55,212001.44,453157.175,15
481,16,9,Human,-32978638#0,201238729#3,213640.75,451987.935,211438.31,452110.43,17
481,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,16
482,2,2,Human,24608844,32978638#0,213600.045,452309.8,213633.66,451984.92,19
483,16,44,Human,-32978638#0,26677214#3,213640.75,451987.935,212821.455,452899.6,3
484,16,10,Human,-32978638#0,306240162#0,213640.75,451987.935,211642.94,452890.83,13
487,46,3,Human,54169231#1,386687235,212881.24,452796.7,213478.36,452435.42,15
491,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,18
495,47,20,Human,315392062#0,272042145,213156.245,451990.345,213478.39,452442.76,18
495,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,18
500,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,18
500,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,16
504,48,3,Human,53396619#4,386687235,213145.7,452689.745,213478.36,452435.42,15
507,49,3,Human,-201950247#0,386687235,213053.065,452789.84,213478.36,452435.42,15
508,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,18
512,21,4,Human,24599188#0.94,399835085#1,213342.76,451641.085,212001.44,453157.175,18
515,50,12,Human,-24634411,447569997#1,212931.69,452439.76,213435.6,452999.15,18
515,22,20,Human,176550249#3,272042145,212398.57,452249.84,213478.39,452442.76,18
516,16,45,Human,-32978638#0,24634414#2,213640.75,451987.935,213241.83,452166.63,3
517,16,10,Human,-32978638#0,306240162#0,213640.75,451987.935,211642.94,452890.83,13
521,7,1,Human,272042143,-128361102#1,213484.675,452457.545,211388.46,451952.25,14
521,16,46,Human,-32978638#0,-160314346#0,213640.75,451987.935,212876.35,452157.925,3
522,7,4,Human,272042143,399835085#1,213484.675,452457.545,212001.44,453157.175,0
524,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,15
524,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,16
525,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,6
528,11,47,Human,128361109#1,201201953#10,211442.47,452097.55,211972.52,452232.29,15
529,11,5,Human,128361109#1,-266565295#5,211442.47,452097.55,213811.85,452244.51,7
531,51,20,Human,176550249#4,272042145,212591.23,452310.34,213478.39,452442.76,18
533,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,16
534,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,16
536,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,16
537,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,15
541,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,6
546,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,15
547,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,15
548,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,6
549,11,5,Human,128361109#1,-266565295#5,211442.47,452097.55,213811.85,452244.51,7
551,11,5,Human,128361109#1,-266565295#5,211442.47,452097.55,213811.85,452244.51,7
552,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,16
555,52,20,Human,-24634505,272042145,212842.27,452191.025,213478.39,452442.76,18
562,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,4
563,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,4
564,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,4
565,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,4
572,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,4
573,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,15
578,8,48,Human,266565295#5,28111977#9,213807.23,452252.93,212473.195,451372.475,11
579,36,16,Human,286646456#1,30482615#1,211979.335,452780.735,212028.14,450765.2,18
588,39,9,Human,23166741#2,201238729#3,213173.07,452474.34,211438.31,452110.43,17
593,8,49,Human,266565295#5,-25145011#0,213807.23,452252.93,212799.735,451424.525,11
593,4,50,Human,-306240162#1,-170018165#0,211638.505,452888.985,211856.56,452362.91,2
599,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,16
600,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,6
603,16,10,Human,-32978638#0,306240162#0,213640.75,451987.935,211642.94,452890.83,13
606,16,5,Human,-32978638#0,-266565295#5,213640.75,451987.935,213811.85,452244.51,16
607,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,10
610,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,17
611,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,10
613,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,17
614,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,10
615,0,51,Human,315358244,23166741#5,212975.4675,453432.9725,212848.59,452448.23,4
616,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,10
616,53,52,Human,176550249#1,4942376,212068.5,452219.52,213618.63,452666.15,18
618,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,17
622,54,1,Human,28111977#8,-128361102#1,212286.395,451412.07,211388.46,451952.25,18
634,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,15
637,11,4,Human,128361109#1,399835085#1,211442.47,452097.55,212001.44,453157.175,15
645,55,20,Human,-201950263#6,272042145,212746.61,453184.57,213478.39,452442.76,18
645,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,6
652,56,10,Human,-24634413#0,306240162#0,213125.165,452252.9250000001,211642.94,452890.83,13
653,57,15,Human,176550249#0,-24634506#2,211922.89,452213.87,212923.875,452069.915,18
667,0,53,Human,315358244,24634506#2,212975.4675,453432.9725,212853.915,452054.905,4
667,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,10
670,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,4
673,24,54,Human,-160314345#5,31860333#1,213480.015,452304.825,211840.025,451531.305,18
674,58,3,Human,129379925,386687235,213253.03,452942.47,213478.36,452435.42,4
675,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,10
676,4,40,Human,-306240162#1,-22724699#1,211638.505,452888.985,212624.945,452617.335,1
676,8,10,Human,266565295#5,306240162#0,213807.23,452252.93,211642.94,452890.83,13
676,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,10
678,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,17
679,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,4
680,7,55,Human,272042143,176550249#4,213484.675,452457.545,212840.87,452415.74,0
680,13,56,Human,-447569998#1,-315358258,213434.54,453008.69,212144.105,453005.495,9
680,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,4
680,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,4
681,8,10,Human,266565295#5,306240162#0,213807.23,452252.93,211642.94,452890.83,13
682,1,57,Human,10425609#0,26642363,213091.635,451303.575,212094.025,451366.13,18
684,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,10
686,59,10,Human,-28319300#2,306240162#0,212244.0,452558.485,211642.94,452890.83,13
686,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,10
686,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,6
688,7,4,Human,272042143,399835085#1,213484.675,452457.545,212001.44,453157.175,0
691,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,17
692,7,58,Human,272042143,224892361#3,213484.675,452457.545,212001.02,452447.47,10
693,47,2,Human,315392062#0,32978638#0,213156.245,451990.345,213633.66,451984.92,19
694,60,5,Human,-22716549#6,-266565295#5,212918.94,451755.98,213811.85,452244.51,16
694,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,10
695,22,9,Human,176550249#3,201238729#3,212398.57,452249.84,211438.31,452110.43,17
696,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,17
697,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,17
699,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,17
706,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,4
707,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,17
710,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,10
711,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,10
714,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,6
715,61,2,Human,-201089423#1,32978638#0,213198.16,451813.82,213633.66,451984.92,19
721,62,2,Human,-25117391#2,32978638#0,212476.77,453007.31,213633.66,451984.92,19
726,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,15
726,63,5,Human,-201201945#0,-266565295#5,212746.915,452548.92,213811.85,452244.51,16
729,64,1,Human,-136728347#4,-128361102#1,212422.34,451683.04,211388.46,451952.25,18
729,0,59,Human,315358244,-160314345#0,212975.4675,453432.9725,213000.09,452198.56,4
732,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,15
733,65,2,Human,315358242#1,32978638#0,213322.54,452739.58,213633.66,451984.92,19
736,66,1,Human,22879845,-128361102#1,212676.79,452005.16,211388.46,451952.25,18
738,16,12,Human,-32978638#0,447569997#1,213640.75,451987.935,213435.6,452999.15,3
741,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,16
746,67,5,Human,-25117391#1,-266565295#5,212389.605,452950.36,213811.85,452244.51,16
751,68,2,Human,24634411,32978638#0,213043.62,452220.67,213633.66,451984.92,19
752,69,12,Human,-315358242#0,447569997#1,213331.78,452742.19,213435.6,452999.15,18
752,70,3,Human,-22724699#11,386687235,212272.6,452431.9,213478.36,452435.42,4
752,16,5,Human,-32978638#0,-266565295#5,213640.75,451987.935,213811.85,452244.51,16
761,32,5,Human,-24634509#7,-266565295#5,212847.145,452042.39,213811.85,452244.51,16
767,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,6
769,7,4,Human,272042143,399835085#1,213484.675,452457.545,212001.44,453157.175,0
770,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,17
772,7,4,Human,272042143,399835085#1,213484.675,452457.545,212001.44,453157.175,0
774,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,17
775,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,4
775,4,4,Human,-306240162#1,399835085#1,211638.505,452888.985,212001.44,453157.175,1
775,7,4,Human,272042143,399835085#1,213484.675,452457.545,212001.44,453157.175,0
776,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,4
777,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,10
778,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,4
779,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,17
779,11,60,Human,128361109#1,26677214#4,211442.47,452097.55,212875.915,452947.99,15
780,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,4
780,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,17
780,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,13
782,1,4,Human,10425609#0,399835085#1,213091.635,451303.575,212001.44,453157.175,18
782,7,4,Human,272042143,399835085#1,213484.675,452457.545,212001.44,453157.175,0
783,4,4,Human,-306240162#1,399835085#1,211638.505,452888.985,212001.44,453157.175,1
784,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,10
786,7,4,Human,272042143,399835085#1,213484.675,452457.545,212001.44,453157.175,0
787,0,23,Human,315358244,26677541,212975.4675,453432.9725,213017.6,453046.28,4
788,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,10
789,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,15
794,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,4
794,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,4
794,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,15
796,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,4
797,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,4
798,8,16,Human,266565295#5,30482615#1,213807.23,452252.93,212028.14,450765.2,13
801,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,4
802,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,4
803,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,4
803,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,18
804,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,4
805,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,4
807,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,4
807,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,4
811,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,4
814,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,18
815,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,18
816,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,6
816,71,2,Human,26677214#0,32978638#0,212677.685,452793.015,213633.66,451984.92,19
817,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,18
818,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,6
818,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,4
820,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,1
822,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,18
822,0,61,Human,315358244,-26677416#1,212975.4675,453432.9725,212897.9,453206.545,4
824,0,62,Human,315358244,28319300#0,212975.4675,453432.9725,212238.2,452558.545,4
832,72,20,Human,-26677213#5,272042145,212672.43,452783.095,213478.39,452442.76,18
833,73,2,Human,-315392062#4,32978638#0,212998.0,452182.605,213633.66,451984.92,19
840,8,63,Human,266565295#5,-25187893,213807.23,452252.93,212354.7,451490.445,11
851,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,6
851,64,64,Human,-136728347#4,201238726#0,212422.34,451683.04,211894.69,452184.14,18
852,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,1
853,4,4,Human,-306240162#1,399835085#1,211638.505,452888.985,212001.44,453157.175,1
856,8,65,Human,266565295#5,24634411,213807.23,452252.93,212936.765,452442.57,11
859,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,2
860,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,18
861,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,6
861,13,39,Human,-447569998#1,-201238718#0,213434.54,453008.69,212979.68,452196.755,9
861,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,17
862,74,10,Human,315358242#3,306240162#0,213356.08,452597.9,211642.94,452890.83,13
862,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,18
864,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,18
866,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,18
869,75,1,Human,23436553#4,-128361102#1,212601.805,451987.845,211388.46,451952.25,18
870,7,1,Human,272042143,-128361102#1,213484.675,452457.545,211388.46,451952.25,14
870,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,18
873,7,66,Human,272042143,-32395361#1,213484.675,452457.545,211670.04,451399.06,14
874,21,39,Human,24599188#0.94,-201238718#0,213342.76,451641.085,212979.68,452196.755,18
875,4,2,Human,-306240162#1,32978638#0,211638.505,452888.985,213633.66,451984.92,12
876,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,18
877,4,4,Human,-306240162#1,399835085#1,211638.505,452888.985,212001.44,453157.175,1
878,4,12,Human,-306240162#1,447569997#1,211638.505,452888.985,213435.6,452999.15,2
884,67,67,Human,-25117391#1,201950250#1,212389.605,452950.36,212997.22,452913.48,18
887,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,6
887,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,18
889,8,68,Human,266565295#5,-25145012#3,213807.23,452252.93,212552.91,451517.94,11
890,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,18
892,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,18
894,8,0,Human,266565295#5,-25149001#4,213807.23,452252.93,212672.595,451274.97,13
894,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,18
895,0,4,Human,315358244,399835085#1,212975.4675,453432.9725,212001.44,453157.175,4
895,11,69,Human,128361109#1,-26677213#5,211442.47,452097.55,212777.64,452605.79,8
896,8,70,Human,266565295#5,22716549#0,213807.23,452252.93,212919.265,451761.77,11
896,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,18
897,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,4
898,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,16
898,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,7
899,76,20,Human,26676668,272042145,212584.63,452735.295,213478.39,452442.76,18
899,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,18
900,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,16
901,77,10,Human,-40888356#6,306240162#0,212389.775,452327.155,211642.94,452890.83,13
901,0,52,Human,315358244,4942376,212975.4675,453432.9725,213618.63,452666.15,4
902,0,12,Human,315358244,447569997#1,212975.4675,453432.9725,213435.6,452999.15,4
903,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,7
904,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,19
905,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,19
905,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,16
907,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,16
907,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,19
908,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,16
911,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,7
911,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,4
912,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,18
913,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,7
918,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,18
920,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,7
921,16,71,Human,-32978638#0,-315358252#1,213640.75,451987.935,213186.12,453103.96,3
922,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,4
923,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,7
923,0,72,Human,315358244,-24634413#2,212975.4675,453432.9725,213144.44,452196.78,4
925,0,12,Human,315358244,447569997#1,212975.4675,453432.9725,213435.6,452999.15,4
930,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,7
931,78,5,Human,-201238718#1,-266565295#5,212852.67,452408.09,213811.85,452244.51,7
931,24,10,Human,-160314345#5,306240162#0,213480.015,452304.825,211642.94,452890.83,13
932,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,4
938,1,73,Human,10425609#0,-393420106#1,213091.635,451303.575,211142.79,451679.84,18
942,79,1,Human,24634517#6,-128361102#1,212099.46500000003,451862.045,211388.46,451952.25,18
942,80,3,Human,-24634506#0,386687235,212954.28,452081.205,213478.36,452435.42,2
